argument -moms-wl -moms-wl-cl 
2 0.0240490436554 0.00526595115662 
3 0.00382685661316 0.00428295135498 
4 0.0198349952698 0.0122931003571 
5 0.0336360931396 0.0413467884064 
6 0.834046840668 0.671719789505 
7 8.65542793274 16.6271839142 
