argument -malin-dpll -rand-dpll -moms-dpll -dlis-dpll -simple-dpll -malin-wl -rand-wl -moms-wl -dlis-wl -simple-wl -malin-dpll-cl -rand-dpll-cl -moms-dpll-cl -dlis-dpll-cl -simple-dpll-cl -malin-wl-cl -rand-wl-cl -moms-wl-cl -dlis-wl-cl -simple-wl-cl 
64 0.0349899291992 0.0447319746017 0.0431642770767 0.0305660963058 0.0650490045547 0.0265492916107 0.015479850769 0.0214138746262 0.0151797056198 0.0260112047195 0.0373394489288 0.0282910346985 0.0310026407242 0.054062795639 0.0412143230438 0.0174825668335 0.0521624803543 0.024985575676 0.0181488990784 0.0177202224731 
66 0.0541273117065 0.0380922794342 0.0474798679352 0.0536633729935 0.0664460659027 0.0150068044662 0.0397096633911 0.0164147138596 0.0188905715942 0.0167364835739 0.0521943569183 0.0609990119934 0.0336418867111 0.0457340955734 0.063901758194 0.0295281648636 0.0167496204376 0.0267549514771 0.0253686904907 0.0170850515366 
68 0.0571542978287 0.0611528873444 0.0428638696671 0.0895452260971 0.0450634002686 0.02947909832 0.0170536994934 0.0288034200668 0.0217263936996 0.0729476690292 0.0469714641571 0.0520072221756 0.0538736343384 0.0525876998901 0.0565749406815 0.02780148983 0.0548414230347 0.0263397932053 0.0188810586929 0.0297052145004 
70 0.0373519420624 0.0509149312973 0.0323345422745 0.0521440982819 0.0635526180267 0.0354191303253 0.0886242389679 0.018478345871 0.0208611249924 0.0222996473312 0.0543258190155 0.0358179569244 0.0475558996201 0.0343659877777 0.0522185325623 0.0190400123596 0.038538980484 0.0205489873886 0.0213042497635 0.0384135723114 
72 0.0469956159592 0.088162779808 0.0553818941116 0.0469410896301 0.0663950920105 0.0310557365417 0.0347028017044 0.0271170854568 0.0180565595627 0.0489674568176 0.0627090454102 0.0595133304596 0.0542095899582 0.0458488225937 0.14579603672 0.0207122325897 0.0393280744553 0.0304741382599 0.018172955513 0.029812002182 
74 0.0521128416061 0.0390478372574 0.0498206853867 0.0496217727661 0.292312884331 0.0349985837936 0.100640320778 0.0204028129578 0.0314657688141 0.0197732686996 0.0503720998764 0.0537327766418 0.051717042923 0.0544277667999 0.0753288269043 0.0225256681442 0.0479639053345 0.0334406852722 0.0289348125458 0.0862871408463 
76 0.0881419658661 0.057647395134 0.068946480751 0.0464489936829 0.0459796905518 0.0340655565262 0.125536727905 0.0245804786682 0.0203943014145 0.0317120790482 0.0669658899307 0.0677733659744 0.0777936458588 0.0433614253998 0.0485806465149 0.0319732904434 0.0349316596985 0.0254505157471 0.035737490654 0.0328907966614 
78 0.0506058931351 0.137276887894 0.0630940198898 0.0575330972672 0.0782485246658 0.0336011171341 0.0211408853531 0.0251319169998 0.0386948347092 0.0409185647964 0.0620575666428 0.0483144760132 0.082596540451 0.0774126768112 0.128592824936 0.0330090284348 0.0360452890396 0.0208095550537 0.0211738109589 0.0640783786774 
80 0.0643869400024 0.0893670320511 0.0770558834076 0.0537738323212 0.0640478134155 0.0311313152313 0.0336479187012 0.030356502533 0.0328030347824 0.0304519891739 0.0526476144791 0.059837770462 0.075737452507 0.0587410449982 0.0680532217026 0.0370091438293 0.0343949079514 0.0341324567795 0.0300418376923 0.0391039609909 
82 0.0574619293213 0.417086601257 0.0741855144501 0.0663252830505 0.0798176527023 0.0256680488586 0.0315590858459 0.0261160135269 0.0353470563889 0.0441064834595 0.0542948007584 0.0787357568741 0.0660568237305 0.0531952142715 0.0616470098495 0.0767113924026 0.0327366113663 0.0253027915955 0.0254719734192 0.0487303495407 
84 0.0812738180161 0.0737401247025 0.0764633178711 0.0681689023972 0.0722170829773 0.0263474464417 0.0317733049393 0.0335511922836 0.0361020088196 0.0480751037598 0.0697474241257 0.0844756126404 0.077041721344 0.0749005317688 0.155651497841 0.033351111412 0.0428473711014 0.0238353967667 0.0348232030869 0.0934865951538 
86 0.0784903049469 0.0649392127991 0.0982574939728 0.0758116722107 0.169266819954 0.0381782054901 0.0311077594757 0.0302415847778 0.0254779338837 0.0473500728607 0.0679316043854 0.109927725792 0.069514465332 0.065261888504 0.0694025754929 0.0288142681122 0.0386597633362 0.027694606781 0.026506114006 0.0359430074692 
88 0.0901540994644 0.178763866425 0.101265382767 0.0843245983124 0.137187290192 0.0484753131866 0.0548740625381 0.0356749773026 0.0344817876816 0.0278465986252 0.0837020874023 0.0879512786865 0.0854575157166 0.0817505836487 0.0843824386597 0.0386336803436 0.027267241478 0.0397746086121 0.0389347791672 0.0365652084351 
90 0.107725596428 0.108048582077 0.0950205087662 0.078662276268 0.0806576013565 0.0443929672241 0.07907807827 0.0349018096924 0.0294220924377 0.087416267395 0.0816853046417 0.130208015442 0.0967532873154 0.0872077703476 0.0899404287338 0.0325934886932 0.0391105651855 0.0278126478195 0.0378789901733 0.0484131813049 
92 0.0966944694519 0.31155602932 0.0860342025757 0.0863896369934 0.076713013649 0.0318529844284 0.0285187482834 0.0320889234543 0.0503230333328 0.0374059915543 0.0870404005051 0.124238085747 0.0807812452316 0.0982636928558 0.0995283842087 0.0319935798645 0.0391502141953 0.0308313131332 0.0402002096176 0.139580821991 
94 0.0932358503342 0.0830800771713 0.0945936918259 0.0968888044357 0.103467273712 0.0484727859497 0.038990521431 0.0420994997025 0.0313305854797 0.0604691743851 0.0955369949341 0.124531006813 0.110089802742 0.112197160721 0.0962720155716 0.0353951215744 0.0902537107468 0.0321397781372 0.0481318473816 0.0465823888779 
96 0.176127314568 0.0966100692749 0.116455602646 0.0952692508698 1.55256638527 0.0465315103531 0.0905744075775 0.0441887140274 0.0452431678772 0.0795719385147 0.10168569088 0.161693048477 0.106032466888 0.0980308055878 0.131682991982 0.0755686759949 0.0459191560745 0.0485516786575 0.0425872087479 0.0585821866989 
98 0.109089827538 0.21563398838 0.127602696419 0.105782222748 0.195270609856 0.0476492643356 0.17105782032 0.0430866956711 0.0451760530472 0.112964868546 0.129592609406 0.146672701836 0.106813883781 0.100044584274 0.0962517261505 0.0437388896942 0.0462685346603 0.0433038949966 0.0443584680557 0.087704539299 
100 0.116042399406 0.0903022289276 0.100975418091 0.100235176086 0.10225789547 0.0421748399734 0.0823698997498 0.0478916168213 0.0457169771194 0.310874199867 0.101900339127 0.11021733284 0.0891454219818 0.0937258958817 0.136210036278 0.0474775791168 0.0673973798752 0.0454161643982 0.0480140209198 0.492011332512 
102 0.125935029984 0.459611225128 0.122241449356 0.117570519447 0.124089217186 0.071938586235 0.0352398395538 0.051595044136 0.0492029905319 0.0426798343658 0.133042168617 0.10262157917 0.113769602776 0.105371427536 0.10848402977 0.0484332084656 0.0448649406433 0.0478605508804 0.0498904466629 0.0374112844467 
104 0.122283697128 0.137084794044 0.108886933327 0.119820570946 0.181172204018 0.0496867179871 0.063257932663 0.0398286342621 0.0487333297729 0.041733956337 0.143053770065 0.229114174843 0.11316344738 0.106005191803 0.110732984543 0.0547804355621 0.0438418626785 0.0458881139755 0.0483248949051 0.0437036514282 
106 0.130463457108 0.2303180933 0.130840802193 0.106131529808 0.165867495537 0.0621689081192 0.0635149717331 0.0511415481567 0.0440301895142 0.0450307607651 0.177476739883 0.152888607979 0.119145703316 0.128990221024 0.135638022423 0.0382355928421 0.045996761322 0.0553180217743 0.0582864284515 0.0393640041351 
108 0.140164494514 0.111438417435 0.126504421234 0.0972065448761 0.275993132591 0.0413602590561 0.0459326267242 0.0504663944244 0.0506635189056 0.0352931022644 0.153990197182 0.187381029129 0.143076968193 0.120088553429 0.142944002151 0.0438914299011 0.0638928413391 0.0542429924011 0.0526068925858 0.0909068346024 
110 0.156611299515 0.543374562263 0.152122807503 0.126697134972 0.156781840324 0.0437810659409 0.124043083191 0.0525573968887 0.0604127645493 0.0751479625702 0.142062211037 0.103431630135 0.141644191742 0.166574287415 0.150844883919 0.0554305315018 0.0474398374557 0.0451993942261 0.0613383054733 0.14286570549 
112 0.192874193192 0.130192995071 0.138045597076 0.134585881233 0.16889102459 0.0565261602402 0.208420753479 0.0552684783936 0.0522752046585 0.0544281959534 0.174105143547 0.11913599968 0.136152291298 0.145445275307 0.121862530708 0.0456720113754 0.14446003437 0.0529595851898 0.0655422210693 0.0738392114639 
114 0.170920777321 0.236282229424 0.136783075333 0.145964503288 0.716462492943 0.0901510953903 0.102629518509 0.0591106176376 0.056499004364 0.0511431932449 0.191482138634 0.190766835213 0.155610990524 0.148890757561 0.239518094063 0.0531479120255 0.0613249063492 0.0521066665649 0.0558756828308 0.0674907922745 
116 0.264450645447 0.24500617981 0.169777727127 0.14435300827 0.276259708405 0.0467573165894 0.162825417519 0.059602689743 0.0569578647614 0.188289570808 0.185932803154 0.221775317192 0.147539687157 0.157275485992 0.141289663315 0.067224240303 0.0590575218201 0.0481600761414 0.0498479366302 0.217767548561 
118 0.25166220665 0.470726203918 0.176188588142 0.163030815125 0.177472829819 0.0482709407806 0.0536363363266 0.0457231760025 0.0565574407578 0.328153944016 0.167445731163 0.142427396774 0.166216921806 0.151974701881 0.16520819664 0.0530882835388 0.0547602653503 0.064031124115 0.048589348793 0.0628850698471 
120 0.166143465042 0.296186208725 0.170354700089 0.14840760231 1.20320382118 0.0649688243866 2.69056863785 0.0653001785278 0.0570842027664 0.0602728128433 0.176774168015 0.201813673973 0.168405890465 0.162487840652 0.137761282921 0.0807593345642 0.0685325145721 0.0611386060715 0.0496738910675 0.059211230278 
