argument -malin-dpll -rand-dpll -moms-dpll -dlis-dpll -simple-dpll -malin-wl -rand-wl -moms-wl -dlis-wl -simple-wl -malin-dpll-cl -rand-dpll-cl -moms-dpll-cl -dlis-dpll-cl -simple-dpll-cl -malin-wl-cl -rand-wl-cl -moms-wl-cl -dlis-wl-cl -simple-wl-cl 
50 0.0384793758392 0.0036892414093 0.00386843681335 0.00404224395752 0.00396485328674 0.00354142189026 0.00358762741089 0.00336236953735 0.00352439880371 0.00336422920227 0.00361680984497 0.003737449646 0.00407328605652 0.00390973091125 0.0318080425262 0.00334749221802 0.0605797767639 0.0902638435364 0.181354618073 0.13688082695 
100 0.536489391327 0.0584745883942 0.166517543793 0.660915231705 0.23435177803 0.0208114147186 0.0200562000275 0.0371037960052 0.040766954422 0.0204582214355 0.325042438507 0.965949964523 1.58675742149 0.504286384583 2.64088468552 0.08758020401 0.0562185764313 0.00526061058044 0.00589308738708 0.0136434078217 
150 0.00815787315369 0.00725917816162 0.00791301727295 0.00773720741272 0.00692434310913 0.00581517219543 0.00494394302368 0.00680737495422 0.00546951293945 0.0467869758606 1.16835155487 1.43538894653 0.00284714698792 0.00310864448547 0.00387382507324 0.00320477485657 0.00348558425903 0.00379219055176 0.00299496650696 0.0036777973175 
200 0.00412874221802 0.00288138389587 0.00269174575806 0.151326560974 0.304206800461 0.00647296905518 0.00712423324585 0.00672235488892 0.00696878433228 0.00574111938477 0.00881714820862 0.0106613636017 0.00968298912048 0.368352270126 0.333650255203 0.0126796722412 0.0130660057068 0.0241497993469 0.100579977036 0.343180561066 
250 3.89270987511 3.88278264999 1.21131925583 0.00285315513611 0.00351858139038 0.00333676338196 0.00318059921265 0.00317120552063 0.00299062728882 0.00303254127502 2.16740117073 0.725739526749 1.79151210785 4.08349437714 2.02067723274 0.00669026374817 0.00270776748657 0.00282139778137 0.00415835380554 0.00331339836121 
300 0.00282135009766 0.00323157310486 0.00306491851807 0.0104786396027 0.00239090919495 0.00332522392273 0.00302958488464 0.00320463180542 0.00308442115784 0.00296239852905 0.413660812378 1.57629799843 3.77279639244 0.263386821747 0.0713258266449 0.0130308151245 0.0806021690369 0.142607879639 0.422619390488 0.00706777572632 
350 0.00269894599915 0.00312180519104 0.00284833908081 0.00347757339478 0.00266599655151 0.00288219451904 0.00328607559204 0.00328359603882 0.015444278717 0.00298681259155 0.00398368835449 0.0831647396088 0.329702568054 10.2576930046 0.186975860596 0.0323904037476 0.0155217647552 0.0888917922974 0.181215000153 0.151909017563 
400 1.44434251785 3.70859780312 0.17355761528 0.0401602268219 0.0204882144928 0.0103388309479 0.00892934799194 0.0336406230927 0.0101655960083 0.0100165367126 0.0217002391815 2.87426576614 7.34488554001 0.00652599334717 0.00645637512207 0.00605297088623 0.00734462738037 0.00578660964966 0.0193981647491 0.00513615608215 
450 0.00607271194458 0.00580439567566 0.124558210373 8.54914479256 0.0333452224731 0.0131901741028 0.0322106361389 0.021010017395 0.00246376991272 0.00307116508484 0.0031524181366 0.00314002037048 0.00295438766479 0.00299334526062 0.00279922485352 0.021418428421 0.00266585350037 0.00399236679077 0.00469398498535 0.00288143157959 
500 0.00346097946167 0.00281457901001 0.00249700546265 0.004549741745 0.00245280265808 0.0025954246521 0.00559420585632 0.0158229351044 0.0390441894531 0.0183512210846 0.0523418426514 0.0260426521301 0.0179806232452 0.00563216209412 0.0046407699585 0.0215310573578 0.00393586158752 0.00644402503967 0.00534744262695 0.00430507659912 
550 0.0118964672089 0.00509281158447 0.00620179176331 0.00731000900269 0.00492281913757 0.00470504760742 0.00471816062927 0.0526937961578 0.0827486038208 0.030446434021 0.00256838798523 0.00307416915894 0.00360236167908 0.00372905731201 0.00288257598877 0.00418481826782 0.0104507446289 0.00294814109802 0.00310916900635 0.00338063240051 
600 0.00294394493103 0.00301160812378 0.0028018951416 0.00282745361328 0.00268540382385 0.00308685302734 0.061647939682 0.428603792191 0.361770009995 0.281127166748 1.36039423943 0.0159379482269 0.0212864398956 6.52998051643 0.808886384964 0.00339598655701 0.00368161201477 0.00374646186829 0.00331182479858 0.00300297737122 
650 0.00337643623352 0.0546313762665 0.747564125061 0.967886161804 2.04796590805 0.0114803314209 0.0103086948395 0.0120795726776 0.0107111930847 0.0102411270142 0.131475400925 2.75431399345 0.126069355011 0.134695768356 2.52335782051 0.0389667987823 0.0560502052307 0.214445400238 0.412361001968 0.0279680728912 
700 0.00757999420166 0.00276465415955 0.00265884399414 0.00298871994019 0.00332660675049 0.00367364883423 0.00337085723877 0.00285758972168 0.00363640785217 0.00392622947693 0.00268754959106 0.00560617446899 0.00623049736023 0.00596685409546 0.00570526123047 0.00514583587646 0.0101798057556 0.00458054542542 0.00487632751465 0.00467624664307 
750 0.00621566772461 0.00505132675171 0.00604329109192 0.00589499473572 0.00576300621033 0.00442810058594 0.177105903625 0.641520595551 0.00620880126953 0.00366010665894 0.00304379463196 0.00316104888916 0.00257863998413 0.00292105674744 0.00314364433289 0.00303301811218 0.00327525138855 0.00333738327026 0.00322937965393 0.00345516204834 
800 0.00266261100769 0.00327262878418 0.00376262664795 0.00388889312744 14.7431331635 0.122305393219 0.122660017014 0.0385251998901 0.0678917884827 0.0298570156097 0.143203735352 1.42491197586 2.61601166725 0.0080584526062 0.07084441185 0.0261347293854 0.0193034172058 0.0288055896759 0.0249125480652 0.41644282341 
850 3.5520152092 4.63216328621 0.281020355225 1.00076422691 1.7193116188 0.00622758865356 0.00670433044434 0.00783977508545 0.00757365226746 0.0355521202087 0.334714651108 0.608309173584 0.216574048996 4.15973625183 2.30394716263 0.010088968277 0.0048614025116 0.00659523010254 0.00490913391113 0.00524244308472 
900 0.00951881408691 2.96362915039 7.98020195961 1.54777917862 3.5382463932 0.00257043838501 0.00334868431091 0.00338497161865 0.00296726226807 0.00270481109619 0.00327897071838 0.00298280715942 5.90697116852 1.31231498718 0.00292158126831 0.00326642990112 0.00348014831543 0.00322613716125 0.00323262214661 0.00334486961365 
950 0.00341420173645 0.00318531990051 0.00349631309509 0.0037492275238 0.00310378074646 0.00302314758301 0.00485243797302 0.056521654129 0.0984953403473 0.0638909816742 0.0756502151489 0.0538407802582 0.992164611816 0.12227897644 0.0161085605621 0.00821957588196 0.00808472633362 0.00872044563293 0.0688066005707 0.110498094559 
1000 1.09092879295 0.012265586853 0.0129550457001 0.00889344215393 0.00630989074707 0.005530834198 0.00640840530396 0.00679001808167 0.274831581116 0.0115606307983 0.0341380596161 0.0346581935883 2.50046491623 2.56956119537 3.35728363991 0.00266718864441 0.00322756767273 0.00306692123413 0.00279421806335 0.00343236923218 
1050 0.00293660163879 0.0028205871582 0.00344142913818 0.00319037437439 0.00262584686279 0.00314035415649 0.103339004517 0.115071725845 0.00295214653015 0.00298819541931 0.00286092758179 0.00277762413025 0.00302581787109 0.00306625366211 0.00323023796082 0.00314693450928 0.00383348464966 0.00310788154602 0.0225564002991 0.0038544178009 
1100 0.00381960868835 0.00314140319824 0.0042622089386 0.00357537269592 0.00316743850708 0.0610972881317 0.0557677745819 0.0861000061035 0.0464382171631 0.0462032318115 2.02267618179 1.76830282211 0.0120086193085 0.0117223262787 5.18172636032 0.156443071365 0.123318958282 0.125021362305 0.0147979736328 0.0176490306854 
1150 0.0594613552094 0.071275138855 0.291578245163 1.13392000198 0.12925863266 0.00915665626526 0.00887422561646 0.00581316947937 0.00514140129089 0.00517382621765 0.0066376209259 0.00693683624268 0.0183379650116 0.00670185089111 0.00703835487366 0.00544099807739 0.00534296035767 0.00592064857483 0.00336780548096 0.0144186496735 
1200 0.00279746055603 0.0026330947876 0.00285181999207 0.00273742675781 0.00270943641663 0.0029887676239 0.0031898021698 0.00274996757507 0.00314540863037 0.00329685211182 0.00352063179016 0.0028416633606 0.00275602340698 0.00292139053345 0.305138397217 0.0501031398773 0.0496518135071 0.0533702373505 0.0592962265015 0.0418404102325 
1250 0.597167015076 2.3154112339 2.28695831299 0.0757932662964 2.75406131744 0.0672549247742 0.0183640480042 0.0211800575256 0.0204316616058 0.0354742050171 3.6531273365 1.79150238037 3.43668475151 0.72373213768 4.06505012512 0.0035834312439 0.00352163314819 0.00401253700256 0.00420436859131 0.00459713935852 
1300 0.00426778793335 0.0244401931763 0.0220098018646 0.00360383987427 0.00391721725464 0.00299453735352 0.0037163734436 0.00393013954163 0.00337471961975 0.00384082794189 0.00561485290527 0.00349040031433 0.00457887649536 0.00342736244202 0.003857421875 0.110624980927 0.540913295746 0.0385663509369 0.0263116836548 0.0861425876617 
1350 0.453933000565 4.01835303307 3.471291399 0.218631839752 0.0350625991821 0.0134478092194 0.0140824317932 0.0135227680206 0.128457927704 0.12027554512 3.41000938416 2.2449221611 0.0222735881805 0.0175275802612 0.496263408661 0.264391756058 0.167210769653 0.272433614731 0.107439470291 0.0886744976044 
