argument -malin -rand -moms -dlis defaut -malin-wl -rand-wl -moms-wl -dlis-wl -wl 
500 0.577286601067 0.885372304916 0.807544708252 0.768678307533 0.750335812569 0.114934110641 0.111164999008 0.0873268842697 0.0838896036148 0.115268993378 
1000 1.75413320065 2.26855540276 2.26218259335 2.00367460251 2.23969829082 0.206030511856 0.270780491829 0.183938503265 0.285317802429 0.260096788406 
1500 3.96753900051 4.38459229469 4.75653250217 3.54561200142 4.45519201756 0.408372092247 0.371938586235 0.232460093498 0.238693094254 0.34404258728 
2000 5.58860878944 6.83491330147 6.22246210575 5.14742670059 5.74663360119 0.528965997696 0.757440495491 0.369750714302 0.379337406158 0.498682904243 
2500 8.16807098389 9.41161160469 9.05197739601 4.15457491875 9.78538460732 0.699804902077 0.691973686218 0.399936199188 0.397404003143 0.721004796028 
3000 7.92854599953 8.40481209755 6.9436522007 7.801364398 8.0075330019 0.888192796707 0.933251094818 0.469910788536 0.448327708244 0.935299396515 
3500 10.0412301064 9.17182250023 9.5022783041 7.93195850849 7.90181288719 1.08309149742 1.10044550896 0.502692198753 0.53829498291 1.15413329601 
4000 10.317763114 6.87239770889 3.55994157791 4.97541460991 3.80856540203 1.67053761482 1.43071599007 0.667852592468 0.691047906876 1.58924040794 
